model_name,problem_id,problem_section,problem_section_id,problem_difficulty,expected_answer,response_tokens,response_latency,answer_correct,solution_validity,error_type,completeness,clarity,brief_comment,_judge_model,_judge_input_tokens,_judge_output_tokens
Claude-Opus-4,DM-8,Дискретная математика и математическая логика,DM,2,"Характеристическое: k²−3k+2=0, k₁=1, k₂=2. aₙ=C₁+C₂·2ⁿ. a₀=1: C₁+C₂=1. a₁=3: C₁+2C₂=3. C₁=−1, C₂=2. aₙ=2ⁿ⁺¹−1. a₅=63.",854,37.3,1,3,NONE,2,2,"Отличное решение с двумя способами, правильными вычислениями и проверкой результата.",anthropic/claude-sonnet-4,1592,91
Claude-Opus-4,DM-9,Дискретная математика и математическая логика,DM,2,"Да (рефлексивно, симметрично, транзитивно). 5 классов: [0]={...,-10,-5,0,5,10,...}, [1], [2], [3], [4].",1235,51.9,1,3,NONE,2,0,Безупречное решение с корректной проверкой всех свойств отношения эквивалентности и правильным описанием классов эквивалентности.,anthropic/claude-sonnet-4,1914,99
Claude-Opus-4,DM-10,Дискретная математика и математическая логика,DM,2,"База n=1: 1=1·2·3/6=1 ✓. Шаг: предполагаем для n, проверяем для n+1: n(n+1)(2n+1)/6 + (n+1)² = (n+1)(n+2)(2n+3)/6.",757,32.97,1,3,NONE,2,2,"Безупречное доказательство методом математической индукции с правильной базой, корректным индуктивным переходом и детальными вычислениями.",anthropic/claude-sonnet-4,1429,106
Claude-Opus-4,DM-11,Дискретная математика и математическая логика,DM,3,а) Нет (все вершины нечётной степени 3). б) Нет (классический результат). в) χ=3.,699,33.58,1,2,NONE,2,2,"Все три части решены правильно с корректными обоснованиями, хотя доказательство отсутствия гамильтонова цикла могло быть более строгим.",anthropic/claude-sonnet-4,1364,112
Claude-Opus-4,DM-12,Дискретная математика и математическая логика,DM,3,A(x)=2x/(1−2x)²=Σn·2ⁿ·xⁿ. aₙ=n·2ⁿ⁻¹ (n≥1). a₁₀=10·2⁹=5120.,1512,58.42,0,1,AE,2,2,"Решение методически правильное и хорошо структурированное, но содержит арифметические ошибки в проверке начальных условий и итоговом ответе.",anthropic/claude-sonnet-4,2224,110
Claude-Opus-4,DM-13,Дискретная математика и математическая логика,DM,3,"а) Полная (не в T₀: 1; не в T₁: ⊕(1,1)=0; не в S: ∧; не в M: ⊕; не в L: ∧). б) Не полная (⊂T₁). в) Полная. г) Не полная (⊂T₀: ↔(0,0)=1? Нет. Проверка: {↔,∨}⊂S — нет. Подробно: ∨∈T₀∩T₁∩M, ↔∈T₀? ↔(0,0)=1, значит ↔∉T₀. Но {↔,∨} ⊂ класс линейных? Нет. Фактически не полная: ⊂T₁).",1231,54.59,0,2,CE,2,2,"Методология применена правильно, но есть концептуальная ошибка в пункте б) - система {∨, →} неполная, так как обе функции сохраняют 1.",anthropic/claude-sonnet-4,2083,114
Claude-Opus-4,DM-14,Дискретная математика и математическая логика,DM,3,"Синдром s=(s₁,s₂,s₃)=(1,1,0)₂=6. Ошибка в бите 6. Исправленное: 1010100. dₘᵢₙ=3.",1059,47.51,0,1,AE,2,2,"Методология верная, но арифметическая ошибка в вычислении синдрома привела к неправильному определению позиции ошибки и итогового результата.",anthropic/claude-sonnet-4,1760,110
Claude-Opus-4,DM-15,Дискретная математика и математическая логика,DM,3,"D₃₀={1,2,3,5,6,10,15,30}. 6 максимальных цепей длины 4 (например 1→2→6→30). Макс. антицепь: {6,10,15} (размер 3). Да, решётка. Изоморфна 2^{2,3,5} (каждый делитель ↔ подмножество простых).",1129,50.59,1,2,NONE,2,2,"Решение полное и корректное, все части задачи выполнены правильно с хорошим объяснением.",anthropic/claude-sonnet-4,1915,94
Claude-Opus-4,MM-1,Математические методы,MM,1,"n = 5, Σx = 15, Σy = 26,1, Σxy = 93,4, Σx² = 55.
b = (nΣxy − ΣxΣy)/(nΣx² − (Σx)²) = (467 − 391,5)/(275 − 225) = 75,5/50 = 1,51.
a = (Σy − bΣx)/n = (26,1 − 1,51·15)/5 = 3,45/5 = 0,69.
Ответ: ŷ = 0,69 + 1,51x.
",764,29.6,1,3,NONE,2,0,"Решение выполнено безупречно с правильными вычислениями, четкой структурой и корректным финальным ответом.",anthropic/claude-sonnet-4,1612,92
Claude-Opus-4,MM-2,Математические методы,MM,1,"x̄ = 35, ȳ = 31,167.
Σ(xᵢ − x̄)(yᵢ − ȳ) = 1165.
√Σ(xᵢ − x̄)² = √1750 ≈ 41,833.
√Σ(yᵢ − ȳ)² = √830,833 ≈ 28,824.
r = 1165 / (41,833 · 28,824) ≈ 0,966.
Ответ: r ≈ 0,966.
",975,39.73,1,3,NONE,2,2,"Решение выполнено безупречно с правильными вычислениями, четкой структурой и корректным финальным ответом.",anthropic/claude-sonnet-4,1787,100
Claude-Opus-4,MM-3,Математические методы,MM,1,"Всего: 5 Да, 3 Нет. H(S) = −(5/8)log₂(5/8) − (3/8)log₂(3/8) ≈ 0,954.
Температура: Жарко → (1 Да, 3 Нет), Холодно → (4 Да, 0 Нет).
H(Жарко) ≈ 0,811, H(Холодно) = 0.
H(S|Темп) = 4/8 · 0,811 + 4/8 · 0 = 0,406. IG(Темп) ≈ 0,549.
Влажность: Высокая → (2 Да, 2 Нет), Низкая → (3 Да, 1 Нет).
H(S|Влаж) = 4/8 · 1,0 + 4/8 · 0,811 = 0,906. IG(Влаж) ≈ 0,049.
Лучший признак — Температура (IG = 0,549 > 0,049).
Дерево: корень — Температура; ветвь «Холодно» → лист «Да»;
ветвь «Жарко» → подузел Влажность: «Низкая» → «Да» (неточно, 1 из 2), «Высокая» → «Нет».
",1502,61.65,1,3,NONE,2,2,"Решение выполнено безупречно с правильными вычислениями энтропии, Information Gain и корректным построением дерева решений.",anthropic/claude-sonnet-4,2736,102
Claude-Opus-4,MM-4,Математические методы,MM,1,"n = 6, Σx = 21, Σy = 30,5, Σxy = 124,3, Σx² = 91.
b = (6·124,3 − 21·30,5)/(6·91 − 441) = (745,8 − 640,5)/(546 − 441) = 105,3/105 ≈ 1,003 (точнее: 1,1286).
Точный расчёт: b = (nΣxy − ΣxΣy)/(nΣx² − (Σx)²) = (745,8 − 640,5)/105 ≈ 1,129.
a = (30,5 − 1,129·21)/6 ≈ 1,133.
ŷ = 1,133 + 1,129x.
SS_tot = Σ(yᵢ − ȳ)² ≈ 23,108, SS_res = Σ(yᵢ − ŷᵢ)² ≈ 0,819.
R² = 1 − SS_res/SS_tot = 1 − 0,819/23,108 ≈ 0,965.
Ответ: R² ≈ 0,965.
",1166,48.75,1,3,NONE,2,2,"Решение выполнено безупречно с правильными вычислениями, четкой структурой и корректными результатами.",anthropic/claude-sonnet-4,2178,97
Claude-Opus-4,MM-5,Математические методы,MM,1,"Ошибки eᵢ = yᵢ − ŷᵢ: −2, 1, 2, −2, 1.
|eᵢ|: 2, 1, 2, 2, 1.
MAE = (2 + 1 + 2 + 2 + 1)/5 = 8/5 = 1,6.
eᵢ²: 4, 1, 4, 4, 1.
MSE = (4 + 1 + 4 + 4 + 1)/5 = 14/5 = 2,8.
Ответ: MAE = 1,6; MSE = 2,8.
",664,25.91,1,3,NONE,2,2,"Решение выполнено безупречно с правильными формулами, подробными вычислениями в табличном виде и корректными ответами.",anthropic/claude-sonnet-4,1558,103
Claude-Opus-4,MM-6,Математические методы,MM,2,"Матрица X (с единичным столбцом):
X'X = [[6, 21, 15], [21, 91, 59], [15, 59, 43]].
X'y = [63, 261, 177].
Решение системы нормальных уравнений (X'X)b = X'y:
b₀ ≈ 0,667, b₁ ≈ 1,778, b₂ ≈ 1,444.
Ответ: ŷ ≈ 0,67 + 1,78x₁ + 1,44x₂.
",1438,55.2,1,3,NONE,2,2,"Решение выполнено безупречно с правильной записью системы нормальных уравнений, точными вычислениями и корректным финальным ответом.",anthropic/claude-sonnet-4,2385,108
Claude-Opus-4,MM-7,Математические методы,MM,2,"а) F = (SS_reg/k) / (SS_res/(n−k−1)) = (100,167/2) / (1,333/3) = 50,083/0,444 ≈ 112,69.
F = 112,69 > F_кр = 9,55 → регрессия значима.
б) t(b₀) = 0,667/0,770 ≈ 0,87 — незначим (|0,87| < 3,182).
   t(b₁) = 1,778/0,213 ≈ 8,36 — значим (|8,36| > 3,182).
   t(b₂) = 1,444/0,380 ≈ 3,81 — значим (|3,81| > 3,182).
Ответ: регрессия в целом значима; коэффициенты b₁ и b₂ значимы, b₀ — нет.
",875,38.5,0,1,HE,2,2,"Правильно вычислена F-статистика, но произвольно придуманы значения коэффициентов для расчета t-статистик, что является грубой ошибкой.",anthropic/claude-sonnet-4,1975,114
Claude-Opus-4,MM-8,Математические методы,MM,2,"Всего: 5 Да, 3 Нет.
H(S) = −(5/8)log₂(5/8) − (3/8)log₂(3/8) ≈ 0,954.
Цена=Низкая: 4 Да, 0 Нет → H = 0.
Цена=Высокая: 1 Да, 3 Нет → H = −(1/4)log₂(1/4) − (3/4)log₂(3/4) ≈ 0,811.
H(S|Цена) = 4/8 · 0 + 4/8 · 0,811 ≈ 0,406.
IG(Цена) = 0,954 − 0,406 ≈ 0,549.
Качество=Хорошее: 3 Да, 1 Нет → H ≈ 0,811.
Качество=Плохое: 2 Да, 2 Нет → H = 1,000.
H(S|Качество) = 4/8 · 0,811 + 4/8 · 1,000 ≈ 0,906.
IG(Качество) = 0,954 − 0,906 ≈ 0,049.
Ответ: IG(Цена) ≈ 0,549, IG(Качество) ≈ 0,049. Лучший признак — Цена.
",1403,53.66,1,3,NONE,2,2,"Решение полностью корректное с правильными вычислениями всех энтропий и информационных выигрышей, хорошо структурированное и понятное.",anthropic/claude-sonnet-4,2668,109
Claude-Opus-4,MM-9,Математические методы,MM,2,"Ранги по математике Rₓ: 4, 6, 2, 7, 5, 1, 8, 3.
Ранги по физике Rᵧ:     4, 5, 2, 8, 6, 1, 7, 3.
dᵢ = Rₓᵢ − Rᵧᵢ:        0, 1, 0, −1, −1, 0, 1, 0.
dᵢ²:                     0, 1, 0, 1, 1, 0, 1, 0.
Σdᵢ² = 4, n = 8.
rₛ = 1 − 6Σdᵢ²/(n(n²−1)) = 1 − 6·4/(8·63) = 1 − 24/504 ≈ 0,952.
Ответ: rₛ ≈ 0,952.
",936,38.61,1,3,NONE,2,2,"Решение выполнено безупречно с правильным присвоением рангов, вычислениями и получением корректного ответа 0,95.",anthropic/claude-sonnet-4,1919,104
Claude-Opus-4,MM-10,Математические методы,MM,2,"а) ŷ₀ = 0,69 + 1,51·7 = 11,26.
б) x̄ = 3, Σ(xᵢ − x̄)² = 10, s ≈ 0,149.
SE_прогн = s · √(1 + 1/n + (x₀−x̄)²/Σ(xᵢ−x̄)²) = 0,149 · √(1 + 0,2 + 16/10)
= 0,149 · √2,8 ≈ 0,149 · 1,673 ≈ 0,250.
Интервал: ŷ₀ ± t · SE = 11,26 ± 3,182 · 0,250 = 11,26 ± 0,796.
Ответ: (10,46; 12,06).
",785,32.38,1,3,NONE,2,2,"Решение выполнено безупречно с правильными вычислениями и четкой структурой, результат совпадает с эталоном.",anthropic/claude-sonnet-4,1772,102
Claude-Opus-4,MM-11,Математические методы,MM,3,"Студент A: z = −4 + 0,05·40 + 1,2·3,0 = −4 + 2 + 3,6 = 1,6. P = 1/(1+e^{−1,6}) ≈ 0,832. Класс: 1.
Студент B: z = −4 + 0,05·60 + 1,2·2,5 = −4 + 3 + 3 = 2,0. P = 1/(1+e^{−2}) ≈ 0,881. Класс: 1.
Студент C: z = −4 + 0,05·80 + 1,2·3,5 = −4 + 4 + 4,2 = 4,2. P = 1/(1+e^{−4,2}) ≈ 0,985. Класс: 1.
Студент D: z = −4 + 0,05·20 + 1,2·2,0 = −4 + 1 + 2,4 = −0,6. P = 1/(1+e^{0,6}) ≈ 0,354. Класс: 0.
Студент E: z = −4 + 0,05·50 + 1,2·3,2 = −4 + 2,5 + 3,84 = 2,34. P = 1/(1+e^{−2,34}) ≈ 0,912. Класс: 1.
Ответ: A → 1, B → 1, C → 1, D → 0, E → 1.
",1157,45.76,1,3,NONE,2,2,"Решение выполнено безупречно с правильными вычислениями, четкой структурой и корректными итоговыми результатами.",anthropic/claude-sonnet-4,2450,102
Claude-Opus-4,MM-12,Математические методы,MM,3,"а) CV-MSE = (2,1 + 3,5 + 1,8 + 2,9 + 2,2)/5 = 12,5/5 = 2,50.
б) s² = Σ(MSEᵢ − CV-MSE)²/(k−1) = (0,16 + 1,00 + 0,49 + 0,16 + 0,09)/4 = 1,90/4 = 0,475.
   s = √0,475 ≈ 0,689.
в) SE = s/√k = 0,689/√5 ≈ 0,308.
   ДИ: 2,50 ± 2,776 · 0,308 = 2,50 ± 0,86 → (1,64; 3,36).
г) Линейная регрессия: CV-MSE = 2,50 ± 0,69.
   Дерево решений: CV-MSE = 3,10 ± 0,80.
   Линейная регрессия предпочтительнее: её средняя ошибка ниже (2,50 < 3,10),
   а дисперсия по фолдам также меньше (0,69 < 0,80), что говорит о более стабильной модели.
",823,41.07,1,3,NONE,2,2,"Решение полностью корректное, все вычисления точные, структура ясная, выводы обоснованные.",anthropic/claude-sonnet-4,2022,95
Claude-Opus-4,MM-13,Математические методы,MM,3,"n = 30, ln(30) ≈ 3,401.
Модель 1: AIC₁ = 30·ln(120/30) + 2·3 = 30·ln(4) + 6 = 30·1,386 + 6 = 41,589 + 6 = 47,589.
          BIC₁ = 30·ln(4) + 3·3,401 = 41,589 + 10,204 = 51,793.
Модель 2: AIC₂ = 30·ln(85/30) + 2·4 = 30·ln(2,833) + 8 = 30·1,041 + 8 = 31,244 + 8 = 39,244.
          BIC₂ = 30·ln(2,833) + 4·3,401 = 31,244 + 13,604 = 44,848.
б) По AIC: Модель 2 лучше (39,24 < 47,59). По BIC: Модель 2 лучше (44,85 < 51,79).
в) BIC штрафует за сложность сильнее при n > 8 (штраф k·ln(n) > 2k).
   При близких SS_res BIC может предпочесть более простую модель, а AIC — более сложную.
   В данном случае выигрыш от снижения SS_res достаточен для обоих критериев.
",986,44.14,1,3,NONE,2,0,Решение полностью корректное с правильными вычислениями и исчерпывающим объяснением различий между критериями.,anthropic/claude-sonnet-4,2186,91
Claude-Opus-4,MM-14,Математические методы,MM,3,"а) det(X'X) = 36 − 4 = 32.
   (X'X)⁻¹ = (1/32)·[[6,−2],[−2,6]].
   β̂ = (1/32)·[6·16 + (−2)·4, (−2)·16 + 6·4] = (1/32)·[88, −8] = [2,75; −0,25].
б) X'X + 2I = [[8, 2], [2, 8]], det = 60.
   (X'X + 2I)⁻¹ = (1/60)·[[8,−2],[−2,8]].
   β̂_Ridge = (1/60)·[128 − 8, −32 + 32] = (1/60)·[120, 0] = [2,0; 0,0].
в) X'X + 4I = [[10, 2], [2, 10]], det = 96.
   β̂_Ridge = (1/96)·[160 − 8, −32 + 40] = (1/96)·[152, 8] ≈ [1,583; 0,083].
г) При увеличении λ коэффициенты сжимаются к нулю.
   Ridge никогда не обнуляет коэффициенты точно (исключение λ=2 в данном случае — совпадение).
д) Lasso при λ = 2: малый коэффициент β₂ (= −0,25 при OLS) был бы обнулён ровно
   (L₁-штраф порождает разреженные решения). β₁ был бы сжат, но остался бы ненулевым.
   Примерный результат Lasso: β̂ ≈ [2,17; 0] (Lasso зануляет β₂).
",1627,76.6,1,3,NONE,2,2,"Все вычисления выполнены корректно, ответы совпадают с эталоном, объяснения четкие и полные.",anthropic/claude-sonnet-4,2910,100
Claude-Opus-4,MM-15,Математические методы,MM,3,"P = 5 (класс 1), N = 5 (класс 0). Объекты уже упорядочены по убыванию P(Y=1).
а) Точки ROC-кривой (FPR, TPR):
   Начало: (0; 0).
   После объекта 1 (класс 1): TP=1, FP=0 → (0; 0,2).
   После объекта 2 (класс 1): TP=2, FP=0 → (0; 0,4).
   После объекта 3 (класс 0): TP=2, FP=1 → (0,2; 0,4).
   После объекта 4 (класс 1): TP=3, FP=1 → (0,2; 0,6).
   После объекта 5 (класс 0): TP=3, FP=2 → (0,4; 0,6).
   После объекта 6 (класс 1): TP=4, FP=2 → (0,4; 0,8).
   После объекта 7 (класс 0): TP=4, FP=3 → (0,6; 0,8).
   После объекта 8 (класс 0): TP=4, FP=4 → (0,8; 0,8).
   После объекта 9 (класс 1): TP=5, FP=4 → (0,8; 1,0).
   После объекта 10 (класс 0): TP=5, FP=5 → (1,0; 1,0).
б) AUC (метод трапеций):
   AUC = 0·(0,2−0)/2 + 0·(0,4−0,2)/2 + 0,2·(0,4+0,4)/2 + 0·(0,6−0,4)/2
       + 0,2·(0,6+0,6)/2 + 0·(0,8−0,6)/2 + 0,2·(0,8+0,8)/2 + 0,2·(0,8+0,8)/2
       + 0·(1,0−0,8)/2 + 0,2·(1,0+1,0)/2
   AUC = 0 + 0 + 0,08 + 0 + 0,12 + 0 + 0,16 + 0,16 + 0 + 0,20 = 0,72.
   Проверка методом пар: 18 согласованных из 25 пар → AUC = 18/25 = 0,72. ✓
в) AUC = 0,72 — модель имеет удовлетворительную дискриминирующую способность
   (случайный классификатор даёт AUC = 0,5, идеальный — AUC = 1,0).
",1920,81.07,1,3,NONE,2,2,"Решение полностью корректное с правильными вычислениями ROC-кривой, AUC и качественной интерпретацией результата.",anthropic/claude-sonnet-4,3575,103
Claude-Opus-4,MS-1,Математическая статистика,MS,1,"EX̄ = a, DX̄ = σ²/n, X̄ ~ N(a, σ²/n)",874,37.35,1,3,NONE,2,2,"Решение полностью корректное, все выкладки математически строгие, ответ совпадает с эталоном.",anthropic/claude-sonnet-4,1537,96
Claude-Opus-4,MS-2,Математическая статистика,MS,1,"a* = X̄, D* = X̄² − (X̄)² = S²",798,37.87,1,3,NONE,2,2,"Решение полное, методически правильное, с подробными выкладками и корректными оценками параметров методом моментов.",anthropic/claude-sonnet-4,1430,98
Claude-Opus-4,MS-3,Математическая статистика,MS,1,"a* = X̄, D* = (1/n)Σ(Xᵢ − X̄)² = S²",1142,43.71,1,3,NONE,2,2,"Решение полностью корректное, все шаги выполнены безупречно, включена полезная заметка о смещенности МП-оценки дисперсии.",anthropic/claude-sonnet-4,1784,110
Claude-Opus-4,MS-4,Математическая статистика,MS,1,(X̄ − z_{1−α/2}·σ/√n; X̄ + z_{1−α/2}·σ/√n),883,37.06,1,3,NONE,2,2,"Решение полностью корректно, все шаги логически обоснованы, финальный ответ совпадает с эталоном.",anthropic/claude-sonnet-4,1578,100
Claude-Opus-4,MS-5,Математическая статистика,MS,1,"(80.11; 119.89), n = 792",1062,54.16,0,2,AE,2,2,"Методология верная, но есть арифметические ошибки в вычислениях, приведшие к неточному доверительному интервалу и объему выборки.",anthropic/claude-sonnet-4,1813,109
Claude-Opus-4,MS-6,Математическая статистика,MS,2,"Eθ* = nθ/(n+1), b(θ) = −θ/(n+1). Смещённая, но состоятельная.",1271,55.9,1,3,NONE,2,2,"Полное и безупречное решение с правильным выводом функции распределения максимума, вычислением математического ожидания, смещения и доказательством состоятельности через анализ дисперсии.",anthropic/claude-sonnet-4,1946,122
Claude-Opus-4,MS-7,Математическая статистика,MS,2,"EX₁ = α/λ, EX₁² = α(α+1)/λ². Откуда: λ* = X̄/(X̄² − (X̄)²), α* = (X̄)²/(X̄² − (X̄)²)",900,45.05,1,3,NONE,2,2,"Решение полное, методически правильное, с четкой структурой и корректными выкладками, финальный ответ эквивалентен эталону.",anthropic/claude-sonnet-4,1591,106
Claude-Opus-4,MS-8,Математическая статистика,MS,2,θ* = n/Σ(Xᵢ³). τ* = Σ(Xᵢ³)/n = X̄³. Несмещённость: проверить Eτ* = 1/θ.,1072,43.72,1,3,NONE,2,2,"Решение полностью корректное с правильным выводом ОМП, корректным вычислением интеграла через замену переменных и верным доказательством несмещенности.",anthropic/claude-sonnet-4,1794,113
Claude-Opus-4,MS-9,Математическая статистика,MS,2,I(θ) = 1/(θ(1−θ)). Нижняя граница: θ(1−θ)/n. DX̄ = θ(1−θ)/n. Оценка эффективна.,1141,50.38,1,3,NONE,2,0,"Решение полное, математически корректное и хорошо структурированное с правильным выводом об эффективности оценки.",anthropic/claude-sonnet-4,1843,90
Claude-Opus-4,MS-10,Математическая статистика,MS,2,"По ЦПТ: T(X) = (X̄ − λ)/√(X̄/n) → N(0,1). ДИ: (X̄ − z·√(X̄/n); X̄ + z·√(X̄/n))",1019,46.91,1,3,NONE,2,2,"Решение полное, математически корректное и хорошо структурированное, финальный ответ точно соответствует эталону.",anthropic/claude-sonnet-4,1711,99
